label_bullying,text_message
0,- *hugz* ...and yer on the west so its only like noon or sumpin. damn.
0,oh no - that sucks - ouch!
0,i hate firefox today. doesnt want to work at all - i have had to go on safari ;)
0,still at ex-husbands house! i will be getting it just not quite yet. hmmm that really sucks. stoopid ps3
0,but dad sleep fail whale?
0,why thanks. but damn do I feel old.
0,Nope sorry. 2009 will kick 2008's ass. At least the summer anyway.
0,yea I drive a punk ass  truck so Im lovin these petro prices. 10 bux is half a tank.
0,You always fuck around. LOL. :p
0,Did she give you a shot? I hate shots.
0,Let me just launch my ass to work then.
0,pls consider using LDAP fat clients  not thin clients  unless you have a really good network & good server. How many kids?
0,- blow it out your Manhattanite ass.  Jeff Zucker doesn't pay for all of our spa days at Garren NY.
0,I hate you.
0,fuck yeah mall bangs
0,Well I mean  it *is* Call in Gay day today.
0,yeah it was about guinea pig sized. Small compared to the cat-sized monster rat we saw at home! Buy I know they get bigger. ;)
0,@cbarrett We observed that it seemed a lot easier than when we did it back in college. We are less fat now than we used to be. :P
0,that looks bad ass  don't think it's gonna happen on this trip. I did see Hundertwasser's work on the sewage plant  pix to come.
0,So you hate the new trackpad? *sends Jack's Xmas present back to Apple* *innocent whistling* :D
0,Are you trying to freak me out?
0,http://twitpic.com/sqha - I would hate to be on the road with Seattle drivers in the morning.
0,Huckabee can be pretty slick and glib  but he seemed to stumble on the gay marriage issue. He made some odd sounding statements.
0,Sorry for going the obvious/safe/kick-ass-game route: LBP or MGS4 or Resistance 2. All three are really awesome games.
0,I blame the holidays! Family (mine at least) completely sucks; but worse than family is all the dang cleaning! Ugh!
0,eats pig ears. Blah!! :/
0,i hate you for that!!!!!!! &#172;&#172;&#172;
0,O'Malley  our cat  drank them all. Hmm  maybe HE is the culprit. Damn cat has the gift of gab AND Leprechaun beer. For shame!
0,What's with the iPhone hate?
0,I hate you for introducing this to me. :-/
0,Is someone a bit of a twitter control freak?
0,but shotgun approach is spam and will make people hate you. Something like kzero.co.uk (but non VW) consultancy to help maybe?
0,Noting that while you  a mere cat  may be keeking my ass w/ ur plethora of Twitter fans  I am more handsome in a leather jacket.
0,agreed @ FB external links. I hate being stuck in frames. Same with Google Image.
0,yes the k-8 gig was not nearly as terifying as I had suspected. I didn't die and the kids did not hate me. Great fun!
0,Been there way too many times...  I hate it for ya!
0,Don't you hate it when that happens? I wish I could isolate myself with my computer but alas  no such luck...
0,I'm sorry. It sucks that you do make an effort and you get ignored and afterwards everyone blames you for not trying...
0,"@SuzeMuse I hate when twitter makes me use dictionary.com - i feel so dumb! ""monocled"" - (I have 2 unglassed eyes - phew!)"
0,Tears for fears! Oh well  time for my third Heineken. Happy Holidays  Fuck Boy.
0,Don't hate on my popularity. Haaa!!
0,Fuck! I forgot to watch.
0,damn you lost all the players you wanted to ny sports teams. The Yankees are gonna be a force to be reckoned with.
0,Yeah  heading back to work will be your vacation. You don't do any damn work there anyhow!
0,Didn't they say IE8 would be their most compliant yet? It seriously sucks.
0,johnny pastramis...the best hands down!... damn i wanna fall out rite now
0,@yeswhat damn ya had a slumber party?!?
0,damn ya gettin it poppin early  its ya bday tho rite? have a good one mayne...
0,It was  a ROTTEN Oak. Damn thing is about hollow.
0,Can't tell you how many times I snuck that big bitch into my bag and had her coach me through a test. Too bad about her leg...
0,Fuck Yeah!
0,just put your phone on dilent or turn tweets off  damn yo
0,I hate those spam email that require forms - email is supposed to make it easier to talk not harder
0,Yeah  that sucks. Saw some nasty accidents going thru Bangor last night.
0,Yer a fackin pussy.
0,tx.. may you have a kick-ass 09!
0,oh  ow...i hate that.
0,that sucks. i sent you what i think is a decent tag lastnight and will likely send one today for Lachlan. feel better.
0,I am sorry to hear about your foot. That really sucks. I hope you feel better.
0,i hate passwords.
0,Well  snuggles up in a most decidedly non-sexual kind of way. Hey  I don't want Jaye kicked my ass! Well.....  ;-)
0,Cane?!? Really?? Oh my...that's so awesome! ;-) Poor Jaye!  That really sucks.... stupid internet!!
0,"lets never text again  just twitter at eachother from now on.  btw  does DP stand for ""dick pounded""?  or what?"
0,DAMN STRAIGHT YOU ARE :)
0,damn straight you will be.
0,damn straight you need to find your iPod.
0,I'm fucking KILLER at the drums
0,fuck yeah fuck yeah.  FUCK YEAH!
0,my brother does that all the fucking time. Its ridiculous
0,Dick jokes ;)
0,http://twitpic.com/qcy4 - I HATE YOU MERIEM
0,Hot damn I love Gambit!!! oooh they'd better pick a very attractive actor for him...mmmm gaaaambit
0,IT'S LIKE YOU HATE ME SO MUCH GREG!!!! SO MUUUUUUCH *cries*
0,Damn straight woman!
0,Bitch ur crazy! Hahah mean I like mcr as much as the next guy  but ur making death threats to bob If he doesnt anwser you.
0,WHAT THE FUCK BRYAR! hahah people are making death threats to you.
0,http://twitpic.com/tyu9 - Fuck that looks like fun!!
0,Hot damn! I need to get me one of those Cuisinart DCC-2000 Coffee on Demand Coffeemaker.haha
0,damn you guys got there early!
0,SINCE PEOPLE AREN'T FUCKING PLANES! GODDAMIT!
0,"http://twitpic.com/r13w - They're all girls.

Damn Evan... you PIMP!"
0,That's how I am thinking about the Rick Warren invocation.  (Damn  the neighborhood is going to be talking about this.)
0,this kicked ass. http://tinyurl.com/3ryxxw
0,The fuck? How come you're on the couch?
0,Mine are: oh  work  fuck  fucking  going. Muchly proud. http://tinyurl.com/65kpkr
0,Aw  thanks. I don't even know where to buy a tree though. Blahblah I hate Christmas.
0,i just hate it when i have brilliant ideas and don't record them. the ones i do record are just never as good ...
0, I'm done...except for groceries....I avoid malls at all times...hate them.
0,Ohhh  those. I hate those.
0,jbt kolika ti je ta kada... meni nikad nije palo na pamet da udjem u kadu... is it cause I'm fat?
0,you re so mean :D :D :D but we love you ( in non-gay way of course :D )
0,yep  shoutem kicks ass :)
0,Oh you lucky bitch! I have to go out tomorrow or Saturday (ew!)
0,What's new is this cold ass air out here in Cali! Totally unacceptable. You gotta get that playtime in ;)
0,good luck gettin her ass to pay up! lol
0,don't u hate unrealistic theories?
0,really? i hate snow. it makes people slip & fall T.T and i'm paranoid of driving on black ice &gt;.&gt;
0,I hate you. I've had it for a few months and I'm only medium.
0,bitch. You told me all that. LOL
0,no. I won't rape Aidan. And you are a bitch. And I'm done talking for now. I have some one else I want to talk to :)
0,adams bday tomorrow? it sucks i am so busy wit homework - josh and i were thinking we could do something thurs maybe
0, Yeah  smart!! Lets encourage kids to eat cereal that is pure sugar so they get fat AND rotten teeth. Lovely.
0,Hate e anne and yeah i'd totally prty w/u lmao
0,Just because the roads are WET is no reason to freak out. Maybe I should get upset when I do dishes because there's water.
0,The issue there is that I don't have another Mac to do that. I'm the only mac in a surrounding of PCs. Grrrr! This sucks!
0,has a stick up her ass.
0,www.cantstopthis.net fag. It's this upcoming saturday.
0,HAHAH! Dont feel bad  I fail too. Im at work and still have hella shopping to do. I hate commerce driven holidays.
0,Are you *having* brunch at Max Brenner's?  Because I need to know whether to hate you this morning.
0,Then I shall hate you retroactively yesterday for that.  Look at me  I'm all green with envy and spite.
0,ohhhhhhh that always sucks! are you going to be around wny for christmas? ill be in SC from the 24th-28th.
0,Oh..that sucks..It seems like xmas is passing faster this year then last year!
0,yes i do and it sucks.
0,damn  that sucks. it rocks having around 6 people working on different pieces of the control system.
0,damn  dude. nice find. awesome work in there.
0,damn  looks incredible :)
0,it's weird... I usually hate country music  but hearing it on the local level is quite different.
0,I love this weather because it isn't that cold. What I hate is the frozen winds of early February.
0,is picking on me and my love / hate with google.
0,damn. Sorry you missed the show fam. Really cool of you to try and make it.
0,Want more energy?...lose some weight..aka FAT both products Science-based..one has composite patent other double-blind study!
0,you got a Chumby? rock on! if you make a Qweerty widget for it  does that make it gay?
0,"i got you your ""i &lt;3 fat bitches"" shirt. got one for matt and a ""i &lt;3 fat blunts"" shirt as well. Joe is around? or he in LA?"
0,just got in  damn tired. i'll give ya a call tomorrow
0,what's with the lack of internet? is it comcast? are they being a bitch?
0,the google iPhone app sucks! Vlingo is much better and faster
0,"I would hate to be your cable modem at a time like this.  ""Eek  I'm next!"""
0,u should not hate. http://tinyurl.com/2ezd68 3:20+
0,"""hate in ur heart will consume u 2"" how does that make u sick? dont b a hater on will smith"
0,LOL!  I'd hate to see you on the news. Don't cut anyone.  RELAX!
0,wow That sucks. when i was in jersey our hotel had free wirelss
0,I am all a twitter hahaha! lulz. Shit. Sometimes I hate my job. Ooooh trauma. Later sexy.
0,Well.. Sucks to be you. Oh well.
0,bitch gash thrash
0,i hate snow. you can give me yr car. if you want.
0,OH GOD DAMN IT!!
0,I know  haha  and the cold sucks  but I get so excited when it does snow.  They say it'll turn to rain so I want to catch it!
0,lol. SAVE THE WHALE! post more.
0,i hate when that happens.
0,hope i didn't actually scare you or freak you out in @BradmanTV earlier lol
0,*sends fruit basket* Hope you get better soon  being sick sucks!
0,CHALUPA!!!!  I hate how TB is only open till 11...  :/
0,S&#229;...To be honest  i love you so fucking much because you're cute. Roflmfao I love abbreviations. Ah  jeg er jo god! XD
0,well some bitch..
0,ahahaha. you're a nerd. &lt;3
0,I FUCKING TOLD YOU! GAYEST SHOW EVER!!!! WIN WIN WIN
0,So sorry to hear that. Sucks that all transmission work is kinda like that. Argh.
0,Looks like they are all sold out already.  Damn.
0,dude that fucking sucks. He was a cool cat. RIP
0,Me too!  I hate facebook!  Transatlantic hi5!
0,Damn  that sucks! What the heck were MPs doing on a public road in the Central Coast?
0,This is why I feel like I have to do everything myself  It's a damn shame you can't trust people to hold up their end of shit.
0,doesn't Ronson ALWAYS win???  That shit is dope as FUCK BTW.
0,Those damn republican ninjas... what are we to do?
0,Nice to meet you  too! The moon was friggin awesome. Biiig!!! I tried taking pictures  but my camera sucks.
0,check that.  looks pretty.  it only sucks when you're in it.
0,damn right.
0, it's sucks did you get the message about it.
0,What do you think about this in regards to your nerd daily lists: http://is.gd/a4vQ I'm just curious.
0,Wow! Very impressive  but you are going to get hate-mail from the Apple lovers. And the XP lovers. And the linux Lovers. :P
0,Sucks when u have a cold! Have u tried drinking tea with lemon & honey? That usually makes me feel better when I have a cold! :)
0,http://twitpic.com/t9za - good god. that looks OUCH! although the splattering on the guitar is pretty damn cool.
0,well two outta four ain't bad :D  OW! i just realized i have a splinter... where the fuck did i get that?!
0,god that sucks. that's how my job was for like the last 6 months or so i was there. thank frank for internet access yeah?! ;)
0,I hate that..... what was it?
0,You are with your parents????? You poor baby! I love and hate vacationing with mine.
0,OMG Sheesh. Its probably good though.  Right balance of sweet  salt   fat  heart attack  diabetes and stroke all in one bite.
0,Damn. That's pretty bad. Ewww...
0,LOL - actually  after having my bitch fit  I think it could be Mozillla Thunderbird thats is causing the problem!
0,it actually goes off the gay years scale! But thanksfully  us gays stop ageing at 27!
0,omg NO I DON'T hahahaha that's one of the very few songs I truly hate.  drives coworkers crazy because they think it's awesome!
0,tweets that 'Bill O'Reilly is Gay' http://tinyurl.com/97jrc6 Hysterical prank.
0,That sucks smelly donkey testicals. I was up and doing house work then.
0,Whats next? Should be put a CALORIE tax on the food we eat during the holidays ? I'm dreaming of a FAT XMAS..LOL
0,damn. now im craving them from you tweeting them!
0,Damn! Nice computer! Yeah  it is the higher end model.
0,yes please! I'd kill for a Guinness at work right now  don't make me kill a bitch!
0,that was a funny ass video!
0,The ex-gay ministry  Living Waters has one geared to high schoolers! JUST KIDDING! ;)
0,haha. a little off. but i picked up my 28 year old's sister copy that we got her for christmas and tried to hate it.
0,don't hate Suai I'm hilarious.
0,hear hear. hate that in all sports.
0,...oh :( that sucks.
0,Damn I knew Big tree trunk would get around ur way sooner or later. Do I like being watched by who?Big tree trunk or in general
0,ask that nigga why he auto-tuned that joint if he can actually sing...I hate that shit...haha
0,wake the fuck up!
0,http://tinyurl.com/94v4b5  Seems like another reason to love apple/hate microsoft
0,Me too - and now I hate KIIS almost just as much.
0,Yeah it's absolutely terrible! I'm w/@cristyissues - hate the show!
0,ha ha ha ha! If you cook them right they can taste amazing  seriously! Almonds are good too. Sucks about the supplement :(.
0,oh the poor thing! Sucks that you can't use electronic devices in a hospital :( 5 year old copies of That's Life just won't do.
0,oh god...no more rock of love please...those reality shows are gettin old as fuck now.
0,how the fuck do I know your name? I know I've heard it before...who have you worked with?
0,I AM USING THE NUMBER YOU PROVIDED  HOOR. Perhaps you shouldn't have given me some old fat dude's number. :D
0,Cookies! And meat sauce! And mushroom ragout for tomorrow. And...oh  damn  where's my list? Gack.
0,@akaMonty *HATE*
0,Fat Bastard.
0,Surprisingly  I found that Oz wasn't gay ENOUGH for me.
0,hate their commercial with mom relaxing with salad while kids play-that place is TOO loud and full of tweens w/potty mouths!
0,uhhhhh that sucks! do you have a blanket in the car to wrap? I'd be worried about snowed in car though...
0,uh  yeah  LOL! I wouldn't say thin really  but I SO HATE exercising! I could eat less brownies I suppose ;)
0,You're such the nerd. &lt;3 Also  time to shower. WHEE!
0,I played in those days too.. I like these days better. Running everywhere sucks balls.
0,thanks girl  and damn you @robertocstone for sending me that OJ da Juiceman mixtape cover. LMAO
0,dont hate on my man booba. That's corentin's homeboy. He's a super sexy french rapper
0,that sucks try this one http://tinyurl.com/yozen3
0,i would if i could get done with mine...damn hgtv is making it impossible!
0,my bitch of a sister sold ours. I had like every fuckin game. :-(
0,I hate sisters
0,"I'm still on the fence. But  I have a pretty good idea.  All I can say is  ""DAMN.  Damn  damn.  Really?!!  Damn."""
0,ME TOO  loved I&II... they changed Evys.  I hate that.  We're not supposed to notice?! It was also awful for many reasons beyond that
0,Ah I hate doing that because I get confused very easily ... although  it might work with Smallville
0,Sugar was too much of a bitch. The old man deserved it.
0,I'm sorry you get these....awful ! You can bitch to me anytime you have on kk.
0,Being sick sucks  although trying to smoke a cigar when your sick is the worst. Feel better soon  and enjoy that stogie!
0,Hate from a friend.
0,DIDN'T GET A DAMN THING FROM MY CHRISTMAS LIST
0,Ohhhhhh(my typicall Ohhhh) now I know which awards..has anyone ever told u that u r a loser :P
0,Holy fuck yes please.
0,bitch we're going to vegas  call me when you get a chance for details.
0,I hate that song  and the dance  and the gold UPGRADE bling in her mouth. Worst commercial ever!
0,slice to fry size  fat free cooking spray on pan  salt & pepper  bake 10-15 min  flipping once at 375  then broil 5 min each side
0,that sounds scary! Hope you didn't have to dive in after him. Hate those scenes in movies - totally afraid of walking on ice.
0,Wow - sucks for you. Why didn't you wear your NRA pin or something?
0,Damn!! That's your plug.
0,i didn't sign off... i think AIM is being spazzy with me again. FUCKING THING HATES ME AND ALL I EVER DO IT LOVE IT. http: ...
0,Rosenberg stay fucking up it seems. lol. http://tinyurl.com/5fhths
0,Good to see you in-studio on red eye. Need more white hate in the sherrod seat tho.
0,id feel bad for your weather but you see youre in fucking hawaii. Wahh!
0,you only love jon because i rock the hate for him in the old stuff. LOL
0,Oh UAL sucks for US-Sino flights! Sorry to hear that you will have to endure such pain!
0,Damn you Pinot Noir and your grapey goodness!
0,good call  and thanks. Just perplexed by folks who spread fear and hate. worried they distract from real issues.
0,ours has been too... i could hardly decorate the darn thing.. kept pokin me and hurting me! i hate real trees!
0,after my surgery mine was anywhere from 45-60% of a normal sized bladder. My life sucks.
0,@selcom60 Well  he is sick  but that's no excuse to be an ass at Christmas.  I'm gonna get me a glass of wine and chill out.
0,that's enough hate from you. I've definitely heard better things about fusion than parellels recently though.
0,haha russell peters kicks ass!
0,agreed re: winer  not sure why I was stating the obvious  must be the damn wine!  how would you improve twitter though?
0,"Say ""Yo"" from Dick Hammer to everyone"
0,the only good thing about telus is there cell phones. Everything else sucks shit!
0,Telstra  Conroy  seems a hate relationship as opposed to love hate but we need each other thing: sad 4 net.au
0,IT'S SNOWING IN FL!  A CHRISTMAS MIRACLE!  AND LOOK  A PIG JUST FLEW BY THE FROSTY WINDOW!  :)
0,rboscia Well that sucks that you have to work. :( welcome to hipsterville. You are joining myside with apple :)
0,I don't hate you. I just hate some of the things you do. There's a diff
0,I don't hate her. She just deserves the runs for cutting me off then flipping me off... ;)
0,glad to hear you can surf; sucks about your eye tho :(
0,Damn! Don't worry! Someone from The Maines livejouranl records it and posts the video! :)
0,well  fortunately for the gay people. and too bad for the prop8 nazis  after the fact is spelled out in latin: ex post facto.
0,April 3 @ the Loft or April 4 @ Mojoes; Craig Owens  The Color Fred  and The Gay Blades.  FOR REALZ?!?!
0,Get it  &#191;? Damn . And now you people  @yuuppiitsannee and @hiiemily  see why I'm terrible.
0, it is gorgeous  but it wouldn't be gorgeous on my fat ass!! hehe  the'd need several more hefty bags...IJS ;)
0,ouch! that sucks! on 2nd thought  u might look cooler  w/ an eye patch!!! LOL!
0,Just discovered ur recent blog entries (you can thank Jade for that!) DAMN GIRL!!! hawt!!!
0,Well  maybe you can at least be a DD for us. :P And you can stay sober enough to see my drunk ass! Hah hah.
0,damn u for getting me on twitter lol
0,why do you hate the piano? o_O
0,btw  i so do not hate you. ):
0,exactly. Its a chick magnet too i think. They show their emo drawings to a girl of similar shape and she croons.
0,I hate automated phone systems too  try http://www.gethuman.com/ !
0,That sucks!  Been there.  I have given up numerous times for the same reason.
0,LOL! Thanks Christopher. You've just encouraged me to get off my fat butt. That's a good thing :)
0,@ginny_caputo My whole office is a big fat tumbleweed of junk and I have pens falling out of my hair.  I  need help.
0,You're always welcome  and it would be more fodder for my coworkers' everlasting uncertainty about whether or not I'm gay.
0,the iPhone isn't the problem it's the damn monthy bill and do they have 3G in Pittsburg? Was on 35 from OK to ICT in Oct. no 3g
0,burned thru 2-II's  3IIn's  working on 4III's You read too many of those damn magazines. Never had problems unless THROWN to ground
0,gotcha  canon guy here @bradjward is Nikon nerd and you know he's Freddy Frugal
0,"don't let @tsand know  he'll make me give up my ""man card"" but you just reminded me that I am missing the Jungle.. Damn!!"
0,u can lemme knw a css one =D but opacity n other sucks .. hehehe
0,I do..my ass wanna go home!! lol
0,lol...and the ones who are there for a ifetime...u wish it was a damn season!
0,damn daylight savings time LOL
0, Hey   don't hate .... Whaddya have against the Blackberry Curve?  Yeah - I know it's the same name as the Women's Gym Chain..
0,i think its a strategy move. No video on iPhone. Why? Marget segmentation maybe...not to piss off itune's bred and butter...
0,they hate Hamas. Do you what kind of terror Hamas runs in Gaza?
0,images don't always speak for what they should. I hate violence. I really do. I hope things will be 'peaceful' one day.
0,I think waffles have more fat than pancakes-have heard that waffle batter --&gt; pancakes is better than pancake batter --&gt; waffles
0,dammit! You keep your damn dirty hands off my fruit gummy chews!!
0,I kind of hate that place. It's so big I always feel in constant danger of getting lost.
0,haha  i hate it when that happens
0,or they could just do mass downloading of the movie.  THAT would piss off Summit for sure.
0,aah! damn. i was gonna but something distracted me. absolutely no hang ups outing twittetfriendz. next time!
0,LOVE the video of you skating and cursing. love it when you say fuck...kinda sexy LOL..how did you learn to skate so good?:)
0,Oh I get it Amici - Fucking Mad Cow Disease - Will feast on it  and tweet the review - Thank You
0,word  I'm in gear and focused on this frigid ass night.
0,Aww damn Majesters.. took it back to throwback Harlem yo @abanks32 Homegirl new spot cant be better than Famous Fish on 45th!
0,Yea Famous with the damn downstairs deathtrap line lolol
0,Damn the Mom cosign is heavy! That turkey must be bomb!
0,Maybe  but their snide comments about burying (their word) the Watchmen movie piss me off.  http://bit.ly/bv3E
0,a fucking sexy librarian!
0,have  you  ever watched message in a  bottle? i  cried like  a  loser haha
0,translation for the white boy: naty  nobodys last  name is The Ass. Haha
0,daddys in the a?  Damn I missed it....
0,not hating on the BX at all.... hating on the damn commute!
0,That sucks!  My son's myspace got hacked recently  it was awful!
0,that just sucks. Now I feel bad for promoting their Xmas dinner on my site. Hate to recommened stuff that ends up sucking :(
0,you're making me hungry! (& I just ate a Valerie croissant  plain as I am getting fat). Haven't been there in years
0,sucks. After jerking me around for days on setup  they FINALLY applied free service... YEA RIGHT. Just got bill for time the promis
0,I hate waiting for stuff to be delivered - the only drawback to online shopping is that I want my stuff NOW!
0,: Infact blackberry needs to employ his ass on the campaign to make the ultimate blackberry that his ass can not break or lose.
0,But snow is awesome! It's the temperature which supports snow that I grow to hate.
0,Leave us strap wearing gay perverts alone! (jeez  a little uncalled for?)...
0,Yeah  @jacklayton's one looks really good! @pmharper still looks like a tool with a slut.
0,No  I just don't give a damn anymore.
0,Damn right!
0,lmao u crazy ass ily
0,u kinda are a freak but in a good way...ily :D
0,im glad u hate the cowboys otherwise id hate u becuz I can't watch espn without hearing about TO and romo
0,bread!!!! and not enuf eggs so fuck it aha
0,more like earl gay tea
0,theyre every hip-hop guys glasses...its a new trend from everyone from kanye to my friend nick gonzalez. nerd glasses r mainstream
0,lets kick discmaakers' ass for christmas
0,U really hate that iPhone don't u? I love mine
0,Damn it  you beat me.
0,Tom would like to know if you hate him..?
0,I shall eventually. Like after I get home from work tomorrow. Damn 10-4:30 shift that is sort of my sister's but not.
0,I will have to show you a pic of my Yorkie babies! They keep me laughing and they make me crazy. Get off my damn couch! LOL
0,Mostly good I think. Sorry to hear about your phone. That sucks!!!
0,My problem is that I completely fucking hate Oz. I know how to write about books I don't like  but Oz just defeats me.
0,re: the hate crime in NYC: it was a combination of racial and anti-gay slurs.  Why was the gay part left out of the story?
0,Oh my god  the summary ALONE. That is AMAZING. It reminds me of the fake SGA crackfic where everyone tells John he's fat!
0,Yall damn New Yorkers are something else New Yorkers+Holiday Shopping+Crowded Mall Parking Lot= A bunch of angry people..lol
0,Life's A Bitch 09' : http://sharebee.com/c0756ec0
0,It's 09 and Life's still a bitch..... Haha
0,"""background too damn busy"" I'd much rather c your ""Red Planet"" there - so incredibly eye catching  extraordinary  wild  gorgeous"
0,LOL.. you just want a damn excuse for me to wash your dishes after those lavish meals we cook. VACASIA's when???
0,that's Laughing Me Off Ass. lol
0,hmmm that's a good ass question. Who in the hell would play Mason Betha? my votes for Curren$y actually. Fab is a lil older.
0,yeah that's called my drunk ass taking a pic of myself on the carpet as I'm LEAVING! SMH
0,did you see the video Karrine did for last fashion week? I act an ass! Eva Mendes  Zoe  Vanessa I was out there!
0,There go the Mets adding to that high ass payroll for another collapse. Man i can take the Mets blowing another division lead!
0,lmao I rock that Florida Evans ALL the time 'damn damn damn damn damn'
0,LMAO you fat?? I beg to differ. At least he didn't say he was sending Prince to your house to make pancakes! (Chappelle Show) lol
0,nothing much except looking for you! Damn you were like Nemo! lol j/k What up giiiiiirl?
0,"how did it JUST occur to you that YOU have too much ""damn"" stuff? lol"
0,I've gotta admit  he makes a really cute Waffle Bitch. @CaryRN  I think I can even hire him out.
0,Et fucking RER B !
0,I'd have 2 say a nice ass & hips.
0,HELL NAH!!!! Not the ass hole?!?! LMFAO!!!!!
0,U would be a beast if u could get from the CO to GA by what  11pm? Damn...lol!!!!
0,spice fucking a pumpkin
0,oh boogie loves the freak train... all aboard!!! watch
0,oh I hate that feeling!
0,What did you do to piss off the flash drive?
0,i got all my shopping done in november  cause there was no way i was going to get stuck in a long ass line! hehee
0,GOOD FOR YOU! Kick ass.
0,damn  sorry I didn't get one into AB when we were there.
0,naah no fail whale here  Twitter was just being merciful to the rest of us ;) #mcl2
0,well damn...that sucks...
0,Guess your 'bad ass' networking issues has Gears 2 sinking fast. Take a time out from the pushups and fix that shit!
0,Damn  I need one of those for my Elite that kicked the bucket yesterday!
0,Did you know there are American Idol stars having a concert here on the 16th. Sounds like the kind of gay shit you like.
0,Yeah  that should be more than gay enough for you.
0,Like bacon & eggs  the chicken was interested and the pig was committed.
0,"""What are you doing Dave?""... ""Damn-it Dave  I need more power!!"""
0,I hate the Pats more than I hate boxed wine.
0,'you can do it!' kick ass fdo!
0,they have a clear ass copy of this movie @ G's babershop yo
0,"no but Dana Dane's washed-up ass came to the park once to do ""Nightmares"" womp  womp"
0,I wonder if Romey and his big fat sister Naomi really exist
0,I hate it when that happens to me  I take tablets to get to sleep but they don't always work. They're kicking in now though!
0,damn thats crazy... so you've never known the joy of Cinnamon Toast Crunch or good apple pie? *sheds a tear
0,"""Flashing Lights "" ""Drunk & Hot Girls"" (never got the hate for this)  ""I Wonder"" & ""Everything I Am."" this is my 2nd fav"
0,I hate it when that happens.  Give 'em hell  girl!
0,Ha! Competing ass-kicking RED deals....hmmmm.
0,this is just awful  i'm really tired and will be dragging ass all day.
0,Will do! Although right now I have no idea what I'm doing or how to fit everything in. Hate squeezing 6 months into 2 days!
0,I totally agree  nothing I hate more than to take someone a good bottle then they serve you a glass of their cheap shit!
0,I think I got it. Thanks Zac  you saved my ass.
0,Way to go. We even talked (God I hate that word.) about you bringing her(?).
0,The collectors edition is fucking amazing. Too bad it's $100  right? D:
0,me too and hungry ass hell!!
0,"damn that long ago...shittttt

im tryin to think the last time i saw him also..lol"
0,damn  that sucks for youuuuu
0,  Yes  it's glorious outside! Lived one year in Norway: Hate snow  hate ice  more.
0,gogo dancing is fucking classy  yo
0,Damn you're cool
0,you son of a bitch  wanting consistency and relaxed limits!
0,that sucks. Hope you aren't stuck out there long!
0,lol. I tend to have that problem as well  but my inner liquor nerd pays attention for at least the first couple drinks.  :0
0,do you know how long I have been wanting you to say something to me? Then you go & fuck it up by saying the C word.
0,- word up  the Dragonball movie trailer offically has me upset.  It's looks MAD cheesy & bootleg.  Chow Yun Fat is the only cool dude
0,agreed  the VCs in Silicon Valley see it the same way  recession through '09  2010 we start to recover.  What a damn mess!
0,eep that sucks! yeah i decided to wax my eyebrows and do my nails insted of homework...
0,AnnMT He was the best host the Tony's ever had  so maybe his mojo will work for the Oscars. Plus he's damn hot. I interviewed him once!
0,Facial hair is a dominant trait among our east end nerd herd - 'cept the ladies tho
0,- hate to tell u but u'v been Lucy for quite some time now miss...
0,Start enforcing...kick some ass.  SAVE THE TWIT!!!
0,Bears are awful evil killing machines.  Cowboys are cool...Jerry Jones sucks.
0,Damon and Carlton from LOST are GAY!!!!
0,- French? No  he's Scottish by damn! lol
0,- Damn  do you go tanning every day? I haven't been tanning in like 6 months. I need to get my ass to the salon.
0,- I wouldn't mind a wider ass. Haha. And some bigger tatas too ;]
0,- Aww. I know. It's a learning process  and it sucks. *Hug*
0,geeeeez. i hope you're wrong. bc i was a real fucking asshole. and it's only fun to be an asshole if you can stay anonymous.
0,"don""t lie you expect an immediate answer  damn demanding women"
0,don't hate me when @shika comes after him for encouraging me :)
0,oh god no. Divorced her fat ass 4 years ago. But I am dating a girl... and she thinks 2g's are hot
0,I'm a language nerd. Epic vocabulary ftw. Btw  gf's real name is Crystal and she's on Twitter as @KoekjeMom
0,is ok. Just funning you cause I hate your face. &lt;3
0,awww... finally stop lookin like some damn hippie?
0,yay for good feeling back. When the back is sore/stiff your whole life pretty much sucks.
0,I hate to cook and do simple things that sometimes get boring. If I won the lotto - I would hire a cook.
0,did you ever bust your ass skate boarding
0,I really want to hate you right now... :op
0, Small Business Owners need an Economic Stimulus Package or some other return of OUR tax money instead of Welfare for Fat Cats
0,Ha I'm ok. Just hate flathunting. Don't we all?!
0,SWEET BABY JAMES i remember those days---Don't hate the player
0,I've always have been and always will be uncool  I'm still a Mac though  one that runs OS X  Windows & Linux. So I'm a smart-ass too.
0,It informs me to stop fucking around and get to work... also gives me sense of community. So I'm half-serious when I say that
0,I can't work at home either... it sucks!
0,Your chappy is fucking gorgeous inside and out  by the way. And thanks for the nod in the acknowledgments! Fucking beautiful!
0,Gee  I don't what my favorite is - the constant whining  projectile vomiting or the volcanic ass eruptions. Super pumped! ;-&gt;
0,good! fuck yo car but yay :)
0,FUCK! hahaha well that sucks xD
0,is it? damn then id say hrmm...iono gah!
0,eep. That sucks when good wine goes bad.
0,Simple. Write that you hate all things on the planet earth and that you have an unhealthy fascination with Gouda. Keep'em guessing
0,that's because they are bomb-ass-tic !
0,post on violent youth curriculum http://is.gd/ex9m has me remembering the top bass ass bible verses http://is.gd/5WM4
0,mourning the death of even our enemies is part of our Passover rituals. Jews do not hate anyone. But we do defend ourselves.
0,It is; I hate winter.
0,That SUCKS on so many levels it hurts!
